"sid","Name","HasLaterality"
"6746","CT guided percutaneous irreversible electroporation of neoplasm of prostate ",NULL
"6747","Immature reticulocyte fraction ",NULL
"6748","Iridocapsulectomy ",NULL
"6749","Iron measurement ",NULL
"6750","Iron measurement, urine ",NULL
"6751","Iron stain method, blood or bone marrow ",NULL
"6752","Prophylactic iron therapy ",NULL
"6753","Serum iron measurement ",NULL
"6754","Measurement of iron in brain ",NULL
"6755","Plasma iron level ",NULL
"6756","Saturation of iron binding capacity ",NULL
"6757","Treatment by iron lung ",NULL
"6758","Irrigation of eye ",NULL
"6759","Irrigating off dressing ",NULL
"6760","Irrigation of wound ",NULL
"6761","Irrigation of muscle ",NULL
"6762","Irrigation of tendon ",NULL
"6763","Irrigation of ear ",NULL
"6764","Irrigation of kidney ",NULL
"6765","Irrigation of urinary bladder ",NULL
"6766","Oral irrigation ",NULL
"6767","Irving operation on fallopian tube ",NULL
"6768","Irwin myotomy ",NULL
"6769","Thyroid isthmectomy ",NULL
"6770","Clean intermittent self-catheterization ",NULL
"6771","Isobutane measurement ",NULL
"6772","Isotachyphoresis measurement ",NULL
"6773","Isovalerylglycine measurement ",NULL
"6774","Isthmo-isthmic anastomosis ",NULL
"6775","Partial ischiectomy ",NULL
"6776","Total ischiectomy ",NULL
"6777","Isovalerylcarnitine measurement ",NULL
"6778","Identification of antibody to RBC antigens from 210 collection (ISBT 210) ",NULL
"6779","Blood typing, RBC antigens from 210 collection (ISBT 210) ",NULL
"6780","Identification of antibody to RBC antigens from P system (ISBT 003) ",NULL
"6781","Blood typing, RBC antigens from P system (ISBT 003) ",NULL
"6782","Blood typing, RBC antigens from Ii collection (ISBT 207) ",NULL
"6783","Identification of antibody to RBC antigens from Ii collection (ISBT 207) ",NULL
"6784","Blood typing, RBC antigens from Lewis system (ISBT 007) ",NULL
"6785","Blood typing, RBC antigens from Kell system (ISBT 006) ",NULL
"6786","Identification of antibody to RBC antigens from Lewis system (ISBT 007) ",NULL
"6787","Arthrodesis of hip ",NULL
"6788","Repair of sciatic hernia ",NULL
"6789","Procedure on ischium ",NULL
"6790","Ischium X-ray ",NULL
"6791","Incision of ischiorectal tissue ",NULL
"6792","Repair of ischiorectal hernia ",NULL
"6793","Assessment using Insomnia Severity Index ",NULL
"6794","Islet cell transplant ",NULL
"6795","Enucleation of islet cell tumor ",NULL
"6796","Excision of lesion of islet of Langerhans ",NULL
"6797","Allotransplantation of islets of Langerhans ",NULL
"6798","Pedicle graft ",NULL
"6799","Neurovascular island sensory skin flap ",NULL
"6800","Local subcutaneous pedicled island flap ",NULL
"6801","Local muscle subcutaneous pedicle island flap ",NULL
"6802","Excision of anal fissure and island flap closure ",NULL
"6803","Isopentyl alcohol measurement ",NULL
"6804","Isocitrate measurement ",NULL
"6805","Isopropanol measurement ",NULL
"6806","Radiation therapy isodose plan, isocentric ",NULL
"6807","Bathing patient in isolette ",NULL
"6808","Isoleucine measurement ",NULL
"6809","Ispaghula RAST ",NULL
"6810","Displacement of vocal cord with biological graft ",NULL
"6811","Issuing of certificate of fitness ",NULL
"6812","Counseling for end of life issues ",NULL
"6813","Issuing of certificate of incapacity ",NULL
"6814","Renewal of prescription ",NULL
"6815","Assessment of psychosocial issues specific to patient medication management ",NULL
"6816","Assessment of psychosocial issues specific to patient nutritional status ",NULL
"6817","Prescription of appliance ",NULL
"6818","Insulin tolerance test ",NULL
"6819","Isthmo-ampullary anastomosis ",NULL
"6820","Cornual-isthmic anastomosis ",NULL
"6821","Transection of isthmus of thyroid ",NULL
"6822","Division of isthmus of horseshoe kidney ",NULL
"6823","Itraconazole measurement ",NULL
"6824","Intrathecal injection ",NULL
"6825","Fast red ITR stain method ",NULL
"6826","Superior oblique Harada-Ito procedure ",NULL
"6827","Six item cognitive impairment test ",NULL
"6828","Broccoli RAST ",NULL
"6829","Ten item dementia test ",NULL
"6830","Assessment using generalized anxiety disorder 7 item score ",NULL
"6831","Assessment using geriatric depression scale 4 item form ",NULL
"6832","Assessment using PHQ-2 questionnaire ",NULL
"6833","Assessment using hypomania checklist 32 item revised ",NULL
"6834","Referral to adult intensive care service ",NULL
"6835","Referral to intensive care service ",NULL
"6836","Admission to adult intensive care unit ",NULL
"6837","Admission to pediatric intensive care unit ",NULL
"6838","Referral by intensive care specialist ",NULL
"6839","Referral to intensive care specialist ",NULL
"6840","Admission by intensive care specialist ",NULL
"6841","Discharge by intensive care specialist ",NULL
"6842","Referral to pediatric intensive care service ",NULL
"6843","Discharge from pediatric intensive care service ",NULL
"6844","Intrauterine transfusion ",NULL
"6845","Removal of displaced intrauterine device from peritoneal cavity ",NULL
"6846","IUD check call ",NULL
"6847","IUD check - 3rd call ",NULL
"6848","IUD check - 2nd call ",NULL
"6849","IUD check - 1st call ",NULL
"6850","Intrauterine artificial insemination ",NULL
"6851","Intravenous infusion ",NULL
"6852","Intravenous sedation ",NULL
"6853","Intravenous injection ",NULL
"6854","Intravenous fluid replacement ",NULL
"6855","Intravenous blood transfusion ",NULL
"6856","Intravenous infusion of thrombolytic ",NULL
"6857","Intravenous induction of general anesthesia ",NULL
"6858","Intravenous pyelogram ",NULL
"6859","Intravenous gas exchange ",NULL
"6860","Intravenous regional analgesia ",NULL
"6861","Inguinal ligation of varicocele ",NULL
"6862","Inferior vena cavogram ",NULL
"6863","Intravenous cholangiogram ",NULL
"6864","Removal of inferior vena caval filter ",NULL
"6865","Insertion of inferior vena caval filter ",NULL
"6866","Adjustment of inferior vena caval filter ",NULL
"6867","Inferior vena cava catheterization ",NULL
"6868","Operation on intervertebral disc ",NULL
"6869","Destruction of intervertebral disc ",NULL
"6870","Prosthetic replacement of intervertebral disc ",NULL
"6871","Prosthetic replacement of cervical intervertebral disc ",NULL
"6872","Prosthetic replacement of lumbar intervertebral disc ",NULL
"6873","Prosthetic replacement of thoracic intervertebral disc ",NULL
"6874","IVF - In vitro fertilization using donor sperm ",NULL
"6875","IVF - In vitro fertilization with pre-implantation genetic diagnosis ",NULL
"6876","IVF - In vitro fertilization with intracytoplasmic sperm injection (ICSI) and donor egg ",NULL
"6877","Intravenous infusion of human immune serum globulin (IVIg) ",NULL
"6878","Ivor Lewis subtotal esophagectomy ",NULL
"6879","Ivor Lewis partial esophagogastrectomy ",NULL
"6880","Partial esophagectomy with subaortic reconstruction ",NULL
"6881","Partial esophagectomy with supra-aortic reconstruction ",NULL
"6882","Marker urogram ",NULL
"6883","Intravenous regional sympathetic block ",NULL
"6884","Bleeding time, Ivy ",NULL
"6885","Clotting factor IX assay ",NULL
"6886","Transfusion of factor IX ",NULL
"6887","Circulating inhibitor assay, factor IX ",NULL
"6888","Repair of glossopharyngeal nerve (IX) ",NULL
"6889","Factor IX related antigen measurement ",NULL
"6890","Exploration of glossopharyngeal nerve (IX) ",NULL
"6891","Decompression of glossopharyngeal nerve (IX) ",NULL
"6892","Factor IX inhibitor screening test ",NULL
"6893","Excision of lesion of glossopharyngeal nerve (IX) ",NULL
"6894","Jatene procedure ",NULL
"6895","Transection of Jacobson's nerve ",NULL
"6896","Janetta microvascular decompression of facial nerve ",NULL
"6897","Jaboulay operation, gastroduodenostomy ",NULL
"6898","Janeway operation, permanent gastrostomy ",NULL
"6899","Eversion of hydrocele sac ",NULL
"6900","Division of jaw ",NULL
"6901","Fixation of mandible ",NULL
"6902","Janus green B stain method ",NULL
"6903","Jack fruit RAST ",NULL
"6904","Change of plaster jacket ",NULL
"6905","Application of plaster cast to trunk ",NULL
"6906","Jack mackerel RAST ",NULL
"6907","Yellow jacket venom RAST ",NULL
"6908","Yellow jacket venom IgG RAST ",NULL
"6909","Jackson Pratt maintenance ",NULL
"6910","Application of Risser jacket ",NULL
"6911","Police medical examination ",NULL
"6912","Assessment using Jamar hydraulic hand dynamometer ",NULL
"6913","Administration of Japanese encephalitis vaccine ",NULL
"6914","Measurement of Schistosoma japonicum antibody ",NULL
"6915","Administration of third dose of Japanese encephalitis vaccine ",NULL
"6916","Administration of second dose of Japanese encephalitis vaccine ",NULL
"6917","Administration of first dose of Japanese encephalitis vaccine ",NULL
"6918","Administration of booster dose of Japanese encephalitis vaccine ",NULL
"6919","Measurement of Japanese encephalitis virus antibody ",NULL
"6920","Japanese sardine RAST ",NULL
"6921","Notification of infectious jaundice ",NULL
"6922","Osteotomy of jaw ",NULL
"6923","Open reduction of mandibular fracture ",NULL
"6924","Open reduction maxillary fracture ",NULL
"6925","Reduction of fracture of mandible ",NULL
"6926","Operation on mandible ",NULL
"6927","Traction for fracture of jaw ",NULL
"6928","Radiography of mandible ",NULL
"6929","Implantation into jaw ",NULL
"6930","Jejunopexy ",NULL
"6931","Jejunotomy ",NULL
"6932","Jejunectomy ",NULL
"6933","Jejunoileostomy ",NULL
"6934","Jejunojejunostomy ",NULL
"6935","Suture of jejunum ",NULL
"6936","Endoscopy of jejunum ",NULL
"6937","Anastomosis of jejunum to colon ",NULL
"6938","Jejunojejunal bypass ",NULL
"6939","Jejunocecostomy for obesity ",NULL
"6940","Assessment using Jebsen-Taylor hand function test ",NULL
"6941","Jerk test of knee ",NULL
"6942","Jet ventilation procedure ",NULL
"6943","Transtracheal jet ventilation ",NULL
"6944","Application of tracheostomy mask using jet humidifier ",NULL
"6945","Removal of surgically implanted extraocular implant from posterior segment of eye ",NULL
"6946","Pneumocystis jirovecii antigen assay ",NULL
"6947","Pneumocystis jirovecii immunofluorescence ",NULL
"6948","Pneumocystis jirovecii DNA assay ",NULL
"6949","Pneumocystosis jirovecii pneumonia prophylaxis ",NULL
"6950","Insertion of JJ stent into ureter ",NULL
"6951","Insertion of JJ stent into left ureter ",NULL
"6952","Insertion of JJ stent into right ureter ",NULL
"6953","Jk3 blood group typing ",NULL
"6954","Jk^a^ blood group typing ",NULL
"6955","Jk^b^ blood group typing ",NULL
"6956","Jk^a^ blood group antibody identification ",NULL
"6957","Jk^b^ blood group antibody identification ",NULL
"6958","Urethroplasty, first stage ",NULL
"6959","Antibody to JO-1 measurement ",NULL
"6960","Johanson operation on peroneal tendon ",NULL
"6961","Transfer of extensor hallucis longus tendon ",NULL
"6962","Reconstruction of medial collateral ligament of elbow using tendon graft ",NULL
"6963","Jones methenamine stain method ",NULL
"6964","Open reduction of dislocation ",NULL
"6965","Johnson grass RAST ",NULL
"6966","Modified Johanson operation for claw toe with arthrodesis ",NULL
"6967","Procedure on joint ",NULL
"6968","Excision of joint ",NULL
"6969","Puncture of joint ",NULL
"6970","Intra-articular injection ",NULL
"6971","Operation on joint ",NULL
"6972","Retractor plication of lower eyelid ",NULL
"6973","Jones dye test I ",NULL
"6974","Jones dye test II ",NULL
"6975","Watson-Jones operation ",NULL
"6976","Measurement of Bence Jones protein ",NULL
"6977","Protein, urine, Bence-Jones ",NULL
"6978","Js^a^ blood group typing ",NULL
"6979","Js^b^ blood group typing ",NULL
"6980","Js^a^ blood group antibody identification ",NULL
"6981","Js^b^ blood group antibody identification ",NULL
"6982","Jujube RAST ",NULL
"6983","High ligation of long saphenous vein ",NULL
"6984","Collection of pancreatic juice ",NULL
"6985","Arterial jump graft ",NULL
"6986","Mountain juniper RAST ",NULL
"6987","Measurement of Junin virus antibody ",NULL
"6988","Excision of glomus jugulare tumor ",NULL
"6989","Mesquite RAST ",NULL
"6990","Operation on jugular body ",NULL
"6991","Vertical jump test ",NULL
"6992","Wall pellitory (Parietaria judaica) RAST ",NULL
"6993","Anastomosis of esophagus, antesternal or antethoracic, with interposition of jejunal loop ",NULL
"6994","Walnut RAST ",NULL
"6995","Jugular vein catheterization ",NULL
"6996","Venography of jugular vein ",NULL
"6997","Excision of deep jugular nodes ",NULL
"6998","Ligation of internal jugular vein ",NULL
"6999","Catheterization of internal jugular vein ",NULL
"7000","Catheterization of external jugular vein ",NULL
"7001","Doppler ultrasonography of jugular vein ",NULL
"7002","Endoscopic retrograde pancreatography and collection of pancreatic juice ",NULL
"7003","Biopsy of neuromuscular junction ",NULL
"7004","Neuromuscular junction testing ",NULL
"7005","Injection of costochondral junction ",NULL
"7006","Dilation of urethrovesical junction ",NULL
"7007","Speech audiometry using Manchester junior wordlists ",NULL
"7008","Plication of urethrovesical junction ",NULL
"7009","Open reduction of open scapular fracture, juxta-articular ",NULL
"7010","Open reduction of closed scapular fracture, juxta-articular ",NULL
"7011","Karyotype determination ",NULL
"7012","Kasai procedure ",NULL
"7013","Kallikrein assay ",NULL
"7014","Construction of intraventricular left ventricle to aorta spiral tunnel ",NULL
"7015","Image analysis, karyometry ",NULL
"7016","Reconstruction of lip with Karapandzic flap ",NULL
"7017","Kader operation, temporary gastrostomy ",NULL
"7018","Kay picture test ",NULL
"7019","Kanamycin measurement ",NULL
"7020","Assessment using KPS (Karnofsky Performance Status) ",NULL
"7021","Russian thistle RAST ",NULL
"7022","Assessment using Kansas City cardiomyopathy questionnaire ",NULL
"7023","Mycobacterium kansasii rRNA assay ",NULL
"7024","Special potency disk identification, kanamycin test ",NULL
"7025","Kaolin clotting time ",NULL
"7026","Kaolin clotting ratio ",NULL
"7027","Kaolin-induced partial thromboplastin time ",NULL
"7028","Kaolin cephalin clotting time procedure ",NULL
"7029","Kaolin clotting time Rosner index ",NULL
"7030","Assessment using clinical test of opposition and counter-opposition of thumb ",NULL
"7031","Kappa light chain measurement ",NULL
"7032","Count of cells positive for both CD19 antigen and kappa immunoglobulin light chain ",NULL
"7033","Percentage KAPPA cells count ",NULL
"7034","Urine kappa light chain measurement ",NULL
"7035","Kappa/lambda light chain ratio ",NULL
"7036","Determination of karyotype from blood specimen ",NULL
"7037","Kaufman operation for urinary stress incontinence ",NULL
"7038","Measurement of Borrelia burgdorferi 18 kD antibody ",NULL
"7039","Measurement of Borrelia burgdorferi 45 kD antibody ",NULL
"7040","Measurement of Borrelia burgdorferi 41 kD antibody ",NULL
"7041","Measurement of Borrelia burgdorferi 58 kD antibody ",NULL
"7042","Keratectomy ",NULL
"7043","Keratoscopy ",NULL
"7044","Keratometry ",NULL
"7045","Keratophakia ",NULL
"7046","Keratoplasty ",NULL
"7047","Keratomileusis ",NULL
"7048","Keratocentesis ",NULL
"7049","Incision of cornea ",NULL
